Entity,Code,Day,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,Sinovac,Johnson&Johnson
Germany,DEU,2021-02-09,75557,421,3555371,0,0
Germany,DEU,2021-02-10,79422,7460,3693930,0,0
Germany,DEU,2021-02-11,86714,22913,3813911,0,0
Germany,DEU,2021-02-12,96587,37165,3945511,0,0
Germany,DEU,2021-02-13,99635,50004,4037917,0,0
Germany,DEU,2021-02-14,102037,57354,4093172,0,0
Germany,DEU,2021-02-15,106850,72087,4200504,0,0
Germany,DEU,2021-02-16,112522,95609,4306668,0,0
Germany,DEU,2021-02-17,120473,115373,4429091,0,0
Germany,DEU,2021-02-18,128409,139799,4539992,0,0
Germany,DEU,2021-02-19,138209,165006,4658167,0,0
Germany,DEU,2021-02-20,142679,186633,4746334,0,0
Germany,DEU,2021-02-21,145907,201938,4813621,0,0
Germany,DEU,2021-02-22,155005,226960,4939905,0,0
Germany,DEU,2021-02-23,162162,254353,5072188,0,0
Germany,DEU,2021-02-24,169898,289678,5204485,0,0
Germany,DEU,2021-02-25,176544,340884,5335315,0,0
Germany,DEU,2021-02-26,185261,401306,5475059,0,0
Germany,DEU,2021-02-27,189452,452814,5567966,0,0
Germany,DEU,2021-02-28,193408,494580,5630375,0,0
Germany,DEU,2021-03-01,202860,551973,5758885,0,0
Germany,DEU,2021-03-02,212975,620866,5899404,0,0
Germany,DEU,2021-03-03,226762,693669,6056159,0,0
Germany,DEU,2021-03-04,240739,779999,6198497,0,0
Germany,DEU,2021-03-05,254060,888151,6345584,0,0
Germany,DEU,2021-03-06,262656,971199,6456316,0,0
Germany,DEU,2021-03-07,269393,1032327,6538687,0,0
Germany,DEU,2021-03-08,280391,1124495,6674241,0,0
Germany,DEU,2021-03-09,293122,1221709,6814370,0,0
Germany,DEU,2021-03-10,304546,1335941,6971978,0,0
Germany,DEU,2021-03-11,317769,1454985,7121011,0,0
Germany,DEU,2021-03-12,335292,1607807,7273669,0,0
Germany,DEU,2021-03-13,345031,1729637,7388287,0,0
Germany,DEU,2021-03-14,350177,1806005,7477742,0,0
Germany,DEU,2021-03-15,362553,1889406,7630087,0,0
Germany,DEU,2021-03-16,373587,1891313,7796161,0,0
Germany,DEU,2021-03-17,391536,1892712,7981751,0,0
Germany,DEU,2021-03-18,409703,1894284,8156642,0,0
Germany,DEU,2021-03-19,430040,1932900,8340899,0,0
Germany,DEU,2021-03-20,445283,2001301,8477323,0,0
Germany,DEU,2021-03-21,454492,2053552,8581926,0,0
Germany,DEU,2021-03-22,478131,2130396,8747447,0,0
Germany,DEU,2021-03-23,497838,2227624,8927524,0,0
Germany,DEU,2021-03-24,530468,2331011,9124405,0,0
Germany,DEU,2021-03-25,557200,2452363,9312517,0,0
Germany,DEU,2021-03-26,592760,2588344,9513783,0,0
Germany,DEU,2021-03-27,620120,2695185,9665392,0,0
Germany,DEU,2021-03-28,638646,2755216,9782877,0,0
Germany,DEU,2021-03-29,664339,2850054,9969969,0,0
Germany,DEU,2021-03-30,690404,2936092,10185034,0,0
Germany,DEU,2021-03-31,728237,2989758,10433773,0,0
Germany,DEU,2021-04-01,760208,3044941,10668435,0,0
Germany,DEU,2021-04-02,776727,3076830,10849615,0,0
Germany,DEU,2021-04-03,793798,3118079,11022955,0,0
Germany,DEU,2021-04-04,804913,3167725,11158264,0,0
Germany,DEU,2021-04-05,822832,3231157,11326309,0,0
Germany,DEU,2021-04-06,855991,3318251,11583826,0,0
Germany,DEU,2021-04-07,891657,3417877,12124668,0,0
Germany,DEU,2021-04-08,926780,3541876,12696000,0,0
Germany,DEU,2021-04-09,962233,3642074,13182004,0,0
Germany,DEU,2021-04-10,985427,3741604,13426840,0,0
Germany,DEU,2021-04-11,1003465,3816327,13593838,0,0
Germany,DEU,2021-04-12,1031928,3924428,13871904,0,0
Germany,DEU,2021-04-13,1058504,4039729,14300027,0,0
Germany,DEU,2021-04-14,1091609,4162841,14916084,0,0
Germany,DEU,2021-04-15,1127654,4272735,15445912,0,0
Germany,DEU,2021-04-16,1158290,4397162,15882092,0,0
Germany,DEU,2021-04-17,1180175,4513077,16103819,0,0
Germany,DEU,2021-04-18,1194394,4593387,16273988,0,0
Germany,DEU,2021-04-19,1225915,4670600,16562634,0,0
Germany,DEU,2021-04-20,1263641,4809401,16938549,0,0
Germany,DEU,2021-04-21,1302396,5033282,17385278,0,0
Germany,DEU,2021-04-22,1341652,5244686,17760564,0,0
Germany,DEU,2021-04-23,1381343,5401523,18103298,0,0
Germany,DEU,2021-04-24,1429178,5481353,18334761,0,0
Germany,DEU,2021-04-25,1461309,5541713,18518108,0,0
Germany,DEU,2021-04-26,1499469,5610705,18823733,0,0
Germany,DEU,2021-04-27,1544639,5665016,19504721,0,0
Germany,DEU,2021-04-28,1592535,5716115,20494118,0,0
Iceland,ISL,2020-12-29,0,0,2525,0,0
Iceland,ISL,2020-12-30,0,0,4941,0,0
Iceland,ISL,2020-12-31,0,0,4941,0,0
Iceland,ISL,2021-01-01,0,0,4941,0,0
Iceland,ISL,2021-01-02,0,0,4941,0,0
Iceland,ISL,2021-01-03,0,0,4941,0,0
Iceland,ISL,2021-01-04,0,0,4941,0,0
Iceland,ISL,2021-01-05,0,0,4948,0,0
Iceland,ISL,2021-01-06,0,0,4948,0,0
Iceland,ISL,2021-01-07,0,0,4948,0,0
Iceland,ISL,2021-01-08,0,0,4948,0,0
Iceland,ISL,2021-01-09,0,0,4948,0,0
Iceland,ISL,2021-01-10,0,0,4948,0,0
Iceland,ISL,2021-01-11,0,0,4948,0,0
Iceland,ISL,2021-01-12,0,0,4948,0,0
Iceland,ISL,2021-01-13,501,0,4948,0,0
Iceland,ISL,2021-01-14,843,0,4948,0,0
Iceland,ISL,2021-01-15,1262,0,4948,0,0
Iceland,ISL,2021-01-16,1262,0,4948,0,0
Iceland,ISL,2021-01-17,1262,0,4948,0,0
Iceland,ISL,2021-01-18,1263,0,4978,0,0
Iceland,ISL,2021-01-19,1263,0,6072,0,0
Iceland,ISL,2021-01-20,1263,0,7834,0,0
Iceland,ISL,2021-01-21,1263,1,11610,0,0
Iceland,ISL,2021-01-22,1263,1,13501,0,0
Iceland,ISL,2021-01-23,1263,1,14050,0,0
Iceland,ISL,2021-01-24,1263,1,14050,0,0
Iceland,ISL,2021-01-25,1263,2,14206,0,0
Iceland,ISL,2021-01-26,1263,2,14313,0,0
Iceland,ISL,2021-01-27,1263,2,14326,0,0
Iceland,ISL,2021-01-28,1263,2,14326,0,0
Iceland,ISL,2021-01-29,1263,2,14327,0,0
Iceland,ISL,2021-01-30,1263,2,14327,0,0
Iceland,ISL,2021-01-31,1263,2,14327,0,0
Iceland,ISL,2021-02-01,1263,2,14764,0,0
Iceland,ISL,2021-02-02,1264,2,15775,0,0
Iceland,ISL,2021-02-03,1264,2,16304,0,0
Iceland,ISL,2021-02-04,1264,2,16343,0,0
Iceland,ISL,2021-02-05,1264,2,16367,0,0
Iceland,ISL,2021-02-06,1264,2,16486,0,0
Iceland,ISL,2021-02-07,1264,2,16486,0,0
Iceland,ISL,2021-02-08,1264,2,16486,0,0
Iceland,ISL,2021-02-09,1264,2,16486,0,0
Iceland,ISL,2021-02-10,1814,2,16487,0,0
Iceland,ISL,2021-02-11,1990,1210,16487,0,0
Iceland,ISL,2021-02-12,2198,1210,16501,0,0
Iceland,ISL,2021-02-13,2198,1210,16501,0,0
Iceland,ISL,2021-02-14,2198,1210,16501,0,0
Iceland,ISL,2021-02-15,2385,1210,16501,0,0
Iceland,ISL,2021-02-16,2584,1254,17796,0,0
Iceland,ISL,2021-02-17,3233,1517,20223,0,0
Iceland,ISL,2021-02-18,3574,1596,20670,0,0
Iceland,ISL,2021-02-19,3904,2720,20854,0,0
Iceland,ISL,2021-02-20,3904,2720,21204,0,0
Iceland,ISL,2021-02-21,3904,2720,21204,0,0
Iceland,ISL,2021-02-22,3904,2837,21230,0,0
Iceland,ISL,2021-02-23,3904,3157,22601,0,0
Iceland,ISL,2021-02-24,3904,3727,23912,0,0
Iceland,ISL,2021-02-25,3904,3937,24429,0,0
Iceland,ISL,2021-02-26,3904,5158,24588,0,0
Iceland,ISL,2021-02-27,3904,5158,24747,0,0
Iceland,ISL,2021-02-28,3904,5158,24747,0,0
Iceland,ISL,2021-03-01,3904,5254,24747,0,0
Iceland,ISL,2021-03-02,3905,5380,27104,0,0
Iceland,ISL,2021-03-03,3905,5492,29857,0,0
Iceland,ISL,2021-03-04,3906,5857,30038,0,0
Iceland,ISL,2021-03-05,3906,8149,30038,0,0
Iceland,ISL,2021-03-06,3906,8149,30038,0,0
Iceland,ISL,2021-03-07,3906,8149,30038,0,0
Iceland,ISL,2021-03-08,3906,8152,30039,0,0
Iceland,ISL,2021-03-09,3906,8292,32714,0,0
Iceland,ISL,2021-03-10,3906,8897,33299,0,0
Iceland,ISL,2021-03-11,3906,9282,33723,0,0
Iceland,ISL,2021-03-12,3906,9282,33917,0,0
Iceland,ISL,2021-03-13,3906,9282,33917,0,0
Iceland,ISL,2021-03-14,3906,9282,33917,0,0
Iceland,ISL,2021-03-15,3906,9282,33936,0,0
Iceland,ISL,2021-03-16,3906,9282,37169,0,0
Iceland,ISL,2021-03-17,4343,9282,37696,0,0
Iceland,ISL,2021-03-18,4623,9282,38735,0,0
Iceland,ISL,2021-03-19,4848,9282,38921,0,0
Iceland,ISL,2021-03-20,4848,9282,38921,0,0
Iceland,ISL,2021-03-21,4848,9282,38922,0,0
Iceland,ISL,2021-03-22,5075,9282,40545,0,0
Iceland,ISL,2021-03-23,5288,9291,43490,0,0
Iceland,ISL,2021-03-24,6715,9291,43932,0,0
Iceland,ISL,2021-03-25,6715,9324,44374,0,0
Iceland,ISL,2021-03-26,6716,13966,44805,0,0
Iceland,ISL,2021-03-27,6716,13966,45190,0,0
Iceland,ISL,2021-03-28,6716,13966,45522,0,0
Iceland,ISL,2021-03-29,6716,14978,46382,0,0
Iceland,ISL,2021-03-30,6716,16439,49883,0,0
Iceland,ISL,2021-03-31,6716,17234,50718,0,0
Iceland,ISL,2021-04-01,6716,17234,50719,0,0
Iceland,ISL,2021-04-02,6716,17234,50719,0,0
Iceland,ISL,2021-04-03,6716,17234,50719,0,0
Iceland,ISL,2021-04-04,6716,17234,50719,0,0
Iceland,ISL,2021-04-05,6716,17234,50719,0,0
Iceland,ISL,2021-04-06,6716,17235,50719,0,0
Iceland,ISL,2021-04-07,6716,18057,55011,0,0
Iceland,ISL,2021-04-08,6716,22360,57349,0,0
Iceland,ISL,2021-04-09,8154,22730,57844,0,0
Iceland,ISL,2021-04-10,8154,23243,57863,0,0
Iceland,ISL,2021-04-11,8154,23243,57863,0,0
Iceland,ISL,2021-04-12,8154,23265,57863,0,0
Iceland,ISL,2021-04-13,8154,23285,64043,0,0
Iceland,ISL,2021-04-14,8154,23815,65518,0,0
Iceland,ISL,2021-04-15,8154,23930,66655,0,0
Iceland,ISL,2021-04-16,8154,23932,67484,0,0
Iceland,ISL,2021-04-17,8154,23932,67833,0,0
Iceland,ISL,2021-04-18,8154,23932,68152,0,0
Iceland,ISL,2021-04-19,8154,23932,68610,0,0
Iceland,ISL,2021-04-20,8165,23932,75305,0,0
Iceland,ISL,2021-04-21,12467,23989,76950,0,0
Iceland,ISL,2021-04-22,12467,23989,76950,0,0
Iceland,ISL,2021-04-23,12467,23990,77396,0,0
Iceland,ISL,2021-04-24,12467,23990,77411,0,0
Iceland,ISL,2021-04-25,12467,23990,77411,0,0
Iceland,ISL,2021-04-26,12467,23990,77411,0,0
Iceland,ISL,2021-04-27,12467,24276,84792,0,0
Iceland,ISL,2021-04-28,12467,33933,86288,0,376
Italy,ITA,2020-12-27,0,0,7175,0,0
Italy,ITA,2020-12-28,0,0,8600,0,0
Italy,ITA,2020-12-29,0,0,9609,0,0
Italy,ITA,2020-12-30,0,0,14337,0,0
Italy,ITA,2020-12-31,0,0,39816,0,0
Italy,ITA,2021-01-01,0,0,50875,0,0
Italy,ITA,2021-01-02,0,0,89398,0,0
Italy,ITA,2021-01-03,0,0,124563,0,0
Italy,ITA,2021-01-04,0,0,193319,0,0
Italy,ITA,2021-01-05,0,0,273039,0,0
Italy,ITA,2021-01-06,0,0,338228,0,0
Italy,ITA,2021-01-07,0,0,430479,0,0
Italy,ITA,2021-01-08,2,0,526099,0,0
Italy,ITA,2021-01-09,2,0,613085,0,0
Italy,ITA,2021-01-10,2,0,673452,0,0
Italy,ITA,2021-01-11,2,0,754423,0,0
Italy,ITA,2021-01-12,2,0,836482,0,0
Italy,ITA,2021-01-13,3,0,930971,0,0
Italy,ITA,2021-01-14,87,0,1024614,0,0
Italy,ITA,2021-01-15,1182,0,1113161,0,0
Italy,ITA,2021-01-16,2093,0,1177186,0,0
Italy,ITA,2021-01-17,2386,0,1213881,0,0
Italy,ITA,2021-01-18,3604,0,1256379,0,0
Italy,ITA,2021-01-19,5695,0,1287118,0,0
Italy,ITA,2021-01-20,8972,0,1314475,0,0
Italy,ITA,2021-01-21,11764,0,1347127,0,0
Italy,ITA,2021-01-22,13500,3,1371906,0,0
Italy,ITA,2021-01-23,14500,3,1409587,0,0
Italy,ITA,2021-01-24,15294,3,1442638,0,0
Italy,ITA,2021-01-25,15892,3,1511028,0,0
Italy,ITA,2021-01-26,16639,3,1590419,0,0
Italy,ITA,2021-01-27,17259,3,1660604,0,0
Italy,ITA,2021-01-28,18033,3,1753316,0,0
Italy,ITA,2021-01-29,18842,3,1850213,0,0
Italy,ITA,2021-01-30,19308,4,1939923,0,0
Italy,ITA,2021-01-31,19505,4,1999247,0,0
Italy,ITA,2021-02-01,20056,5,2084269,0,0
Italy,ITA,2021-02-02,21178,15,2170977,0,0
Italy,ITA,2021-02-03,22582,15,2269121,0,0
Italy,ITA,2021-02-04,24225,15,2374891,0,0
Italy,ITA,2021-02-05,27450,17,2478772,0,0
Italy,ITA,2021-02-06,29540,17,2553608,0,0
Italy,ITA,2021-02-07,30132,18,2594708,0,0
Italy,ITA,2021-02-08,32744,19,2658826,0,0
Italy,ITA,2021-02-09,36091,19,2722092,0,0
Italy,ITA,2021-02-10,38908,20,2791884,0,0
Italy,ITA,2021-02-11,42038,2921,2860403,0,0
Italy,ITA,2021-02-12,46164,7669,2925388,0,0
Italy,ITA,2021-02-13,50048,12922,2968815,0,0
Italy,ITA,2021-02-14,51249,19975,2989954,0,0
Italy,ITA,2021-02-15,55397,26943,3041504,0,0
Italy,ITA,2021-02-16,62076,36198,3096597,0,0
Italy,ITA,2021-02-17,69814,48793,3156138,0,0
Italy,ITA,2021-02-18,76844,66180,3221212,0,0
Italy,ITA,2021-02-19,83816,85232,3287468,0,0
Italy,ITA,2021-02-20,90204,104206,3339954,0,0
Italy,ITA,2021-02-21,95680,114851,3374762,0,0
Italy,ITA,2021-02-22,101738,138152,3450825,0,0
Italy,ITA,2021-02-23,107073,162922,3527147,0,0
Italy,ITA,2021-02-24,113310,190088,3615715,0,0
Italy,ITA,2021-02-25,119523,221624,3706128,0,0
Italy,ITA,2021-02-26,125247,261798,3796564,0,0
Italy,ITA,2021-02-27,132230,306342,3871270,0,0
Italy,ITA,2021-02-28,134924,332740,3920139,0,0
Italy,ITA,2021-03-01,141983,372615,4008511,0,0
Italy,ITA,2021-03-02,149486,428185,4105776,0,0
Italy,ITA,2021-03-03,159450,485072,4224535,0,0
Italy,ITA,2021-03-04,170410,543980,4350291,0,0
Italy,ITA,2021-03-05,182646,607691,4477430,0,0
Italy,ITA,2021-03-06,195790,670310,4577936,0,0
Italy,ITA,2021-03-07,203527,705953,4635537,0,0
Italy,ITA,2021-03-08,215830,762931,4744594,0,0
Italy,ITA,2021-03-09,228167,822376,4863817,0,0
Italy,ITA,2021-03-10,239145,885610,5001295,0,0
Italy,ITA,2021-03-11,251250,953030,5140705,0,0
Italy,ITA,2021-03-12,261089,1022559,5269891,0,0
Italy,ITA,2021-03-13,272172,1088663,5368200,0,0
Italy,ITA,2021-03-14,279088,1128920,5426390,0,0
Italy,ITA,2021-03-15,290099,1175819,5539286,0,0
Italy,ITA,2021-03-16,302229,1176234,5666800,0,0
Italy,ITA,2021-03-17,313545,1176553,5820267,0,0
Italy,ITA,2021-03-18,326470,1176715,5970317,0,0
Italy,ITA,2021-03-19,337637,1194553,6115968,0,0
Italy,ITA,2021-03-20,350067,1243902,6228281,0,0
Italy,ITA,2021-03-21,359548,1287873,6304240,0,0
Italy,ITA,2021-03-22,371527,1355016,6416828,0,0
Italy,ITA,2021-03-23,384986,1430769,6548546,0,0
Italy,ITA,2021-03-24,400510,1503765,6711635,0,0
Italy,ITA,2021-03-25,418587,1581208,6880103,0,0
Italy,ITA,2021-03-26,437629,1659954,7047934,0,0
Italy,ITA,2021-03-27,466311,1726657,7190994,0,0
Italy,ITA,2021-03-28,483432,1781603,7280708,0,0
Italy,ITA,2021-03-29,507872,1850776,7425882,0,0
Italy,ITA,2021-03-30,536638,1921640,7590214,0,0
Italy,ITA,2021-03-31,559832,1989358,7799942,0,0
Italy,ITA,2021-04-01,584700,2041641,8004893,0,0
Italy,ITA,2021-04-02,614894,2105855,8189085,0,0
Italy,ITA,2021-04-03,650730,2152473,8334443,0,0
Italy,ITA,2021-04-04,662875,2190567,8380270,0,0
Italy,ITA,2021-04-05,682945,2249303,8471520,0,0
Italy,ITA,2021-04-06,722322,2332174,8630000,0,5
Italy,ITA,2021-04-07,751695,2411518,8841035,0,5
Italy,ITA,2021-04-08,785000,2466940,9082958,0,5
Italy,ITA,2021-04-09,819879,2518489,9327731,0,5
Italy,ITA,2021-04-10,859514,2578634,9545489,0,5
Italy,ITA,2021-04-11,877293,2615834,9691290,0,5
Italy,ITA,2021-04-12,901544,2694096,9853488,0,5
Italy,ITA,2021-04-13,928945,2789398,10016566,0,5
Italy,ITA,2021-04-14,955698,2889421,10207203,0,5
Italy,ITA,2021-04-15,980344,2979118,10439901,0,5
Italy,ITA,2021-04-16,1001366,3085909,10687985,0,5
Italy,ITA,2021-04-17,1022498,3194103,10912689,0,5
Italy,ITA,2021-04-18,1035357,3266879,11067549,0,5
Italy,ITA,2021-04-19,1052262,3362254,11263126,0,5
Italy,ITA,2021-04-20,1075537,3458744,11473465,0,5
Italy,ITA,2021-04-21,1104756,3559882,11712431,0,5
Italy,ITA,2021-04-22,1136096,3650182,11983227,0,293
Italy,ITA,2021-04-23,1167465,3745876,12253500,0,827
Italy,ITA,2021-04-24,1208140,3838672,12497315,0,3623
Italy,ITA,2021-04-25,1239849,3914273,12646588,0,12178
Italy,ITA,2021-04-26,1277437,3978224,12875201,0,21362
Italy,ITA,2021-04-27,1328372,4045078,13113078,0,28968
Italy,ITA,2021-04-28,1378830,4120234,13364819,0,36724
Italy,ITA,2021-04-29,1393231,4144511,13483090,0,39962
Latvia,LVA,2020-12-28,0,0,595,0,0
Latvia,LVA,2020-12-29,0,0,1468,0,0
Latvia,LVA,2020-12-30,0,0,2259,0,0
Latvia,LVA,2021-01-04,0,0,2958,0,0
Latvia,LVA,2021-01-05,0,0,3847,0,0
Latvia,LVA,2021-01-06,0,0,4623,0,0
Latvia,LVA,2021-01-07,0,0,5432,0,0
Latvia,LVA,2021-01-08,0,0,6338,0,0
Latvia,LVA,2021-01-09,0,0,6643,0,0
Latvia,LVA,2021-01-10,0,0,6979,0,0
Latvia,LVA,2021-01-11,0,0,8346,0,0
Latvia,LVA,2021-01-12,0,0,9973,0,0
Latvia,LVA,2021-01-13,130,0,11356,0,0
Latvia,LVA,2021-01-14,552,0,12756,0,0
Latvia,LVA,2021-01-15,913,0,14269,0,0
Latvia,LVA,2021-01-16,943,0,14907,0,0
Latvia,LVA,2021-01-17,943,0,15024,0,0
Latvia,LVA,2021-01-18,1087,0,15724,0,0
Latvia,LVA,2021-01-19,1148,0,16539,0,0
Latvia,LVA,2021-01-20,1158,0,17299,0,0
Latvia,LVA,2021-01-21,1158,0,17578,0,0
Latvia,LVA,2021-01-22,1178,0,17773,0,0
Latvia,LVA,2021-01-23,1178,0,17899,0,0
Latvia,LVA,2021-01-25,1178,0,18566,0,0
Latvia,LVA,2021-01-26,1189,0,19403,0,0
Latvia,LVA,2021-01-27,1189,0,20221,0,0
Latvia,LVA,2021-01-28,1189,0,21002,0,0
Latvia,LVA,2021-01-29,1200,0,21953,0,0
Latvia,LVA,2021-01-30,1200,0,22261,0,0
Latvia,LVA,2021-01-31,1200,0,22595,0,0
Latvia,LVA,2021-02-01,1200,0,23782,0,0
Latvia,LVA,2021-02-02,1320,1,25472,0,0
Latvia,LVA,2021-02-03,1540,1,26874,0,0
Latvia,LVA,2021-02-04,1651,1,28266,0,0
Latvia,LVA,2021-02-05,1741,1,29843,0,0
Latvia,LVA,2021-02-06,1741,1,30410,0,0
Latvia,LVA,2021-02-07,1741,1,30535,0,0
Latvia,LVA,2021-02-08,1781,1,30906,0,0
Latvia,LVA,2021-02-09,1801,21,31050,0,0
Latvia,LVA,2021-02-10,1928,436,31136,0,0
Latvia,LVA,2021-02-11,2309,1529,31444,0,0
Latvia,LVA,2021-02-12,2648,2693,31670,0,0
Latvia,LVA,2021-02-13,2698,2915,31799,0,0
Latvia,LVA,2021-02-14,2718,2916,31799,0,0
Latvia,LVA,2021-02-15,2869,3612,31826,0,0
Latvia,LVA,2021-02-16,3088,4756,31844,0,0
Latvia,LVA,2021-02-17,3220,6463,31998,0,0
Latvia,LVA,2021-02-18,3458,7714,32057,0,0
Latvia,LVA,2021-02-19,3666,8801,32113,0,0
Latvia,LVA,2021-02-20,3685,9553,32113,0,0
Latvia,LVA,2021-02-21,3685,10361,32113,0,0
Latvia,LVA,2021-02-22,3929,11870,32145,0,0
Latvia,LVA,2021-02-23,4150,14003,32172,0,0
Latvia,LVA,2021-02-24,4301,18127,32211,0,0
Latvia,LVA,2021-02-25,4561,21955,32301,0,0
Latvia,LVA,2021-02-26,4775,24974,32432,0,0
Latvia,LVA,2021-02-27,5095,25232,32441,0,0
Latvia,LVA,2021-02-28,5096,25362,32441,0,0
Latvia,LVA,2021-03-01,5478,26497,32682,0,0
Latvia,LVA,2021-03-02,6203,27627,33006,0,0
Latvia,LVA,2021-03-03,6952,30328,33655,0,0
Latvia,LVA,2021-03-04,7479,35244,34180,0,0
Latvia,LVA,2021-03-05,7955,39227,34529,0,0
Latvia,LVA,2021-03-06,8039,39912,34530,0,0
Latvia,LVA,2021-03-07,8039,39991,34530,0,0
Latvia,LVA,2021-03-08,8301,41422,34530,0,0
Latvia,LVA,2021-03-09,8657,43173,34769,0,0
Latvia,LVA,2021-03-10,8937,44791,35331,0,0
Latvia,LVA,2021-03-11,9092,47125,35475,0,0
Latvia,LVA,2021-03-12,9225,51878,35516,0,0
Latvia,LVA,2021-03-13,9295,52710,35516,0,0
Latvia,LVA,2021-03-14,9295,52782,35516,0,0
Latvia,LVA,2021-03-15,9396,56402,35516,0,0
Latvia,LVA,2021-03-16,9558,56406,35526,0,0
Latvia,LVA,2021-03-17,9718,56407,35532,0,0
Latvia,LVA,2021-03-18,9938,56408,35585,0,0
Latvia,LVA,2021-03-19,10231,56721,35679,0,0
Latvia,LVA,2021-03-20,10281,57071,35679,0,0
Latvia,LVA,2021-03-21,10281,57095,35679,0,0
Latvia,LVA,2021-03-22,10886,59095,35679,0,0
Latvia,LVA,2021-03-23,12083,63154,35872,0,0
Latvia,LVA,2021-03-24,13552,67243,36412,0,0
Latvia,LVA,2021-03-25,15157,70514,36892,0,0
Latvia,LVA,2021-03-26,16815,72391,37339,0,0
